seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
7,beta,1,max,1.0,raw,max,0.691406622973952,0.461998155612897
25,beta,1,max,1.0,raw,max,0.5867765620501008,0.5111123197162316
30,beta,1,max,1.0,raw,max,0.6146270614692655,0.5117959117225243
47,beta,1,max,1.0,raw,max,0.6905137022271542,0.4572716268291862
18,beta,1,max,1.0,raw,max,0.686292723886956,0.4729206827248046
24,beta,1,max,1.0,raw,max,0.6313276755671334,0.4937163631232537
21,beta,1,max,1.0,raw,max,0.6093440089900267,0.5043174189867681
37,beta,1,max,1.0,raw,max,0.6537778440116021,0.4824398361754386
40,beta,1,max,1.0,raw,max,0.6510289206689099,0.4839333089346239
43,beta,1,max,1.0,raw,max,0.6280154620966684,0.5006487035676077
17,beta,1,max,1.0,raw,max,0.6294626200274348,0.4975439187413585
8,beta,1,max,1.0,raw,max,0.6647534940144119,0.4807254446704587
9,beta,1,max,1.0,raw,max,0.6771074838049778,0.4721124058155403
19,beta,1,max,1.0,raw,max,0.6381216934861678,0.4848808907713777
20,beta,1,max,1.0,raw,max,0.6481936866489498,0.4806964768784341
4,beta,1,max,1.0,raw,max,0.6469921206601535,0.4948218855079161
44,beta,1,max,1.0,raw,max,0.6130849176478643,0.5026327200834849
32,beta,1,max,1.0,raw,max,0.6023127876167899,0.5112314889163502
16,beta,1,max,1.0,raw,max,0.6708074811836798,0.4703386407221988
33,beta,1,max,1.0,raw,max,0.6294798202928595,0.4947615028690307
12,beta,1,max,1.0,raw,max,0.6673559473988578,0.4659299901284152
48,beta,1,max,1.0,raw,max,0.5623931943116635,0.5324962807467243
49,beta,1,max,1.0,raw,max,0.6393993253291741,0.4983557995890555
45,beta,1,max,1.0,raw,max,0.6740779429730955,0.4690148558998734
46,beta,1,max,1.0,raw,max,0.6447993259803921,0.4940451880407244
10,beta,1,max,1.0,raw,max,0.6486545248374163,0.4826331351720164
22,beta,1,max,1.0,raw,max,0.6302906421475167,0.4906876281079251
38,beta,1,max,1.0,raw,max,0.641857231345732,0.4893131795837774
5,beta,1,max,1.0,raw,max,0.7036641781416859,0.4413132865033274
35,beta,1,max,1.0,raw,max,0.7019819945279092,0.4560980765963101
13,beta,1,max,1.0,raw,max,0.6605666349472352,0.4839971976317307
0,beta,1,max,1.0,raw,max,0.6409124048865142,0.4958070993161783
26,beta,1,max,1.0,raw,max,0.6137151861434578,0.4990055655845608
28,beta,1,max,1.0,raw,max,0.6566773108688783,0.4906303356876713
11,beta,1,max,1.0,raw,max,0.6451621741793484,0.4916845203918894
2,beta,1,max,1.0,raw,max,0.631210518799236,0.4811427808198012
41,beta,1,max,1.0,raw,max,0.637606669960752,0.4883642355018391
31,beta,1,max,1.0,raw,max,0.6907137322607553,0.4593173665593318
23,beta,1,max,1.0,raw,max,0.6547684104139229,0.4733464269886613
14,beta,1,max,1.0,raw,max,0.5963770482572216,0.5122860973852289
6,beta,1,max,1.0,raw,max,0.6218553594799442,0.5018683039027311
39,beta,1,max,1.0,raw,max,0.6713405615591975,0.4684836425602493
36,beta,1,max,1.0,raw,max,0.6191149012567325,0.5044647492890091
1,beta,1,max,1.0,raw,max,0.6347464428806247,0.4912444874888569
27,beta,1,max,1.0,raw,max,0.5792675998570007,0.5247827296034272
29,beta,1,max,1.0,raw,max,0.6765090255656294,0.4742769874873349
3,beta,1,max,1.0,raw,max,0.6581216947484934,0.493009833968044
34,beta,1,max,1.0,raw,max,0.6780674846625767,0.4750014361560593
42,beta,1,max,1.0,raw,max,0.6868949401497448,0.4706441596995744
15,beta,1,max,1.0,raw,max,0.6293836764380356,0.4998967839040089
