n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,baseline_embedding_type,baseline_profile,cross_revision_araf_mode,cross_revision_post_binary,data_source,epochs,j_percentage,kind,knn_k,knn_k_grid,no_tau,pre_revision,seeds,train_retention,artifact_path,config_path,scenario,study,study_group,pre_join,n_join,j_join,ret_join,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl,auc_knn,rmse_knn,auc_mirt,rmse_mirt,auc_naive,rmse_naive,auc_rasch,rmse_rasch,baseline_dir,auc_diff_vs_knn,rmse_diff_vs_knn
54,bernoulli,2,0.145,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3677657626460893,0.72839057354262,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09406141739018858,-0.042066200715186686
54,bernoulli,2,0.17,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3677754058217977,0.7282569180103502,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09392776185791873,-0.04205655753947829
54,bernoulli,1,0.5,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.4212564065768663,0.6556495371154757,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.0799958294777724,-0.08769722507482719
54,bernoulli,1,0.18,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.4212606513320947,0.6559753591645054,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08032165152680215,-0.08769298031959877
54,bernoulli,1,0.22,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.4212602091720874,0.6559015061667254,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08024779852902209,-0.0876934224796061
54,bernoulli,0,0.155,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.4185593790351219,0.6825663788890699,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08539832285956017,-0.06950053784182186
54,bernoulli,2,0.5,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3678478633633453,0.7279735682819384,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09364441212950692,-0.04198409999793068
54,bernoulli,1,0.155,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.4212609520006345,0.6559753591645054,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08032165152680215,-0.08769267965105898
54,bernoulli,2,3.0,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3679501547032811,0.7275031008083487,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09317394465591722,-0.0418818086579949
54,bernoulli,0,10.0,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.4195133972631673,0.6771009381046856,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.0799328820751759,-0.0685465196137765
54,bernoulli,2,100.0,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3680311210886692,0.7270272871134683,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09269813096103685,-0.041800842272606775
54,bernoulli,2,0.18,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3677789915600391,0.7282462255677686,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09391706941533717,-0.04205297180123685
54,bernoulli,2,0.22,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3677921592254181,0.7281553398058251,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09382618365339368,-0.042039804135857894
54,bernoulli,0,0.19,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.4185397979893354,0.6809423502420784,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08377429421256866,-0.0695201188876084
54,bernoulli,1,10.0,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.421233590284671,0.6554931425319415,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.07983943489423817,-0.0877200413670225
54,bernoulli,0,1.0,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.4201230476570109,0.6778302655155564,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08066220948604663,-0.06793686921993286
54,bernoulli,0,0.25,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.419638036566877,0.6774275193703513,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08025946334084155,-0.0684218803100668
54,bernoulli,0,500.0,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.4195313522935455,0.6787343215507412,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08156626552123147,-0.06852856458339829
54,bernoulli,1,0.19,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.4212605629001303,0.6559666705765312,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08031296293882795,-0.08769306875156319
54,bernoulli,2,10.0,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3679925534269796,0.7272732132928447,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.0929440571404132,-0.04183940993429636
54,bernoulli,1,0.25,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.4212598731301714,0.6558537189328676,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.0802000112951643,-0.08769375852152211
54,bernoulli,0,2.0,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.4195571557540946,0.6771621720919979,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.07999411606248819,-0.0685027611228492
54,bernoulli,1,1.0,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.4212507645235001,0.6556365042335145,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.0799827965958112,-0.08770286712819342
54,bernoulli,0,0.21,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.4204062396320083,0.6795243666617916,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08235631063228188,-0.06765367724493548
54,bernoulli,2,0.25,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3678007685978955,0.7280644540438819,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09373529789145041,-0.042031194763380464
54,bernoulli,2,1.0,30,0.5,train_items_only_refit_v1,train_items_only,433,none,,30.0,544,,,,,0.3678919953073453,0.727749026987725,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,50.0,2.0,0.4957176767460758,0.444222890705101,0.6343291561524315,0.409831963361276,0.5122508660878491,0.4686520474133485,0.5,0.3882561573847077,0.5183108079209614,0.4467148700664368,model/result/support_thinning_study/retain_0.050/shared_baselines,0.09341987083529357,-0.04193996805393069
54,bernoulli,0,0.4,30,0.5,train_items_only_refit_v1,train_items_only,432,none,,29.0,529,,,,,0.4183039346214424,0.67948780907015,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,5.0,2.0,0.5512033019711078,0.4915258107495275,0.5971680560295097,0.4880599168769438,0.5390626269520141,0.44362207435832,0.5,0.4333716330506121,0.5633135085068006,0.4853075341377748,model/result/support_thinning_study/retain_0.050/shared_baselines,0.08231975304064032,-0.06975598225550139
54,bernoulli,1,500.0,30,0.5,train_items_only_refit_v1,train_items_only,382,none,,29.0,472,,,,,0.4212220578590533,0.6554801096499803,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,32,,,,,,,1.0,,,,,none,,0.05,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,,,support_thinning,retain_0.050,none,54,1.0,0.05,20.0,2.0,0.5552702802504051,0.4849473279194833,0.5756537076377033,0.5089536316516935,0.47630622059456,0.4978226699317107,0.5,0.438176687622738,0.5800110345067271,0.4772083877208832,model/result/support_thinning_study/retain_0.050/shared_baselines,0.07982640201227698,-0.08773157379264018
