train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.8358350781368804,0.7851238478224836,0.8313443302339444,0.7690907909274063,1999,19,15387,138759,100,25,synthetic_reasoning,183,2234
0.8350101221479744,0.7848283714930203,0.8313398494216291,0.7683759017352311,1999,17,15387,138759,100,30,synthetic_reasoning,183,2234
0.8370753725828544,0.7861327913865047,0.8310814334753218,0.7686358614414766,1999,20,15387,138759,100,20,synthetic_reasoning,183,2234
0.8328002599361327,0.7834446774623628,0.8309398744218695,0.7683109118086696,1890,12,15387,138759,100,40,synthetic_reasoning,183,2234
0.8327279711119842,0.7834374707226198,0.8306971990115288,0.76785598232274,1999,11,15387,138759,50,40,synthetic_reasoning,183,2234
0.8318976198370573,0.7824213204188557,0.8304568601621168,0.7685708715149152,1999,10,15387,138759,100,50,synthetic_reasoning,183,2234
0.8317185820940541,0.7822771856239955,0.8304050808180848,0.7667511535711965,1999,10,15387,138759,50,50,synthetic_reasoning,183,2234
0.8336620472842975,0.7841797649161496,0.8303307147184107,0.7682459218821083,1520,14,15387,138759,50,30,synthetic_reasoning,183,2234
0.8350633615096369,0.7851382613019696,0.8303135895537457,0.7679209722493013,1620,17,15387,138759,50,25,synthetic_reasoning,183,2234
0.8365068527273611,0.7858301083172984,0.8301439436917661,0.7683759017352311,1460,22,15387,138759,50,20,synthetic_reasoning,183,2234
0.8297199128645759,0.7812466218407454,0.8300964528505081,0.7665561837915124,1999,8,15387,138759,100,75,synthetic_reasoning,183,2234
0.8294032535604684,0.7813042757586895,0.8300637121510784,0.7654513550399688,1999,7,15387,138759,50,75,synthetic_reasoning,183,2234
0.8294220453946587,0.7812826555394605,0.8300387599880769,0.7668161434977578,1999,8,15387,138759,100,80,synthetic_reasoning,183,2234
0.837707246205583,0.7869255327582355,0.8299887691227801,0.7683759017352311,1460,26,15387,138759,50,15,synthetic_reasoning,183,2234
0.8289859257841932,0.7808718713741091,0.8298954893797056,0.7661012543055826,1999,6,15387,138759,50,80,synthetic_reasoning,183,2234
0.8284617555740575,0.7805331546061877,0.8298814796296118,0.7662962240852668,1999,6,15387,138759,50,100,synthetic_reasoning,183,2234
0.8284992820738446,0.7805475680856737,0.8298471042990798,0.7666211737180737,1999,6,15387,138759,100,100,synthetic_reasoning,183,2234
0.8409640637313827,0.7897361612580085,0.829801248088924,0.767011113277442,1280,90,15387,138759,100,5,synthetic_reasoning,183,2234
0.8364984756802762,0.7859670363724155,0.8296797757670746,0.7676610125430559,1010,41,15387,138759,100,15,synthetic_reasoning,183,2234
0.8419909019840106,0.7898298488746676,0.8290328560851548,0.7676610125430559,1420,50,15387,138759,50,5,synthetic_reasoning,183,2234
