seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,rmse_naive,rmse_rasch,rmse_2pl,rmse_mirt,auc_naive,auc_rasch,auc_2pl,auc_mirt,rmse_knn,auc_knn,agent_batch_size,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,max,1.0,pca,,,,,,,,,0.4399725154669785,0.6857162905483808,max,,,,
1,beta,1,max,1.0,pca,,,,,,,,,0.4316992051086989,0.7086208778508322,max,,,,
2,beta,1,max,1.0,pca,,,,,,,,,0.4196631233197295,0.6972163282897706,max,,,,
3,beta,1,max,1.0,pca,,,,,,,,,0.4424728739770098,0.6827253720329602,max,,,,
4,beta,1,max,1.0,pca,,,,,,,,,0.4494250611605191,0.6755126400618203,max,,,,
5,beta,1,max,1.0,pca,,,,,,,,,0.4088724298306011,0.7214467174835477,max,,,,
6,beta,1,max,1.0,pca,,,,,,,,,0.441219779943824,0.6825786339905942,max,,,,
7,beta,1,max,1.0,pca,,,,,,,,,0.3935400910427579,0.7785976593923614,max,,,,
8,beta,1,max,1.0,pca,,,,,,,,,0.4297175483600814,0.7040974764644351,max,,,,
9,beta,1,max,1.0,pca,,,,,,,,,0.4235733954345593,0.7136920997515952,max,,,,
10,beta,1,max,1.0,pca,,,,,,,,,0.431863476976287,0.6929668562175824,max,,,,
11,beta,1,max,1.0,pca,,,,,,,,,0.4276631962327394,0.7094207316861689,max,,,,
12,beta,1,max,1.0,pca,,,,,,,,,0.400034862727583,0.7493616482512482,max,,,,
13,beta,1,max,1.0,pca,,,,,,,,,0.4256533159312112,0.7288113891705338,max,,,,
14,beta,1,max,1.0,pca,,,,,,,,,0.4519195801362393,0.6491750661636353,max,,,,
15,beta,1,max,1.0,pca,,,,,,,,,0.4410992457783576,0.6924433297494439,max,,,,
16,beta,1,max,1.0,pca,,,,,,,,,0.4147535711000197,0.723296472399005,max,,,,
17,beta,1,max,1.0,pca,,,,,,,,,0.4534708216153698,0.6663172153635116,max,,,,
18,beta,1,max,1.0,pca,,,,,,,,,0.4091034410765559,0.7563306180497675,max,,,,
19,beta,1,max,1.0,pca,,,,,,,,,0.4224778212984197,0.7064725008266285,max,,,,
20,beta,1,max,1.0,pca,,,,,,,,,0.4301920269638289,0.6712400196373556,max,,,,
21,beta,1,max,1.0,pca,,,,,,,,,0.4477610946294569,0.6489549093973873,max,,,,
22,beta,1,max,1.0,pca,,,,,,,,,0.4333785270391152,0.6904832053455318,max,,,,
23,beta,1,max,1.0,pca,,,,,,,,,0.4244378095110878,0.7007906827723996,max,,,,
24,beta,1,max,1.0,pca,,,,,,,,,0.4247815531427394,0.712085843373494,max,,,,
25,beta,1,max,1.0,pca,,,,,,,,,0.4488324370148032,0.6498408106584125,max,,,,
26,beta,1,max,1.0,pca,,,,,,,,,0.43985130073205,0.6694697884340991,max,,,,
27,beta,1,max,1.0,pca,,,,,,,,,0.462207048014357,0.6279216469303655,max,,,,
28,beta,1,max,1.0,pca,,,,,,,,,0.4380661672960327,0.7028205675904594,max,,,,
29,beta,1,max,1.0,pca,,,,,,,,,0.4214788095356044,0.7288415753824559,max,,,,
30,beta,1,max,1.0,pca,,,,,,,,,0.4522486795982878,0.6646309657671166,max,,,,
31,beta,1,max,1.0,pca,,,,,,,,,0.4041402024850014,0.7453931367526015,max,,,,
32,beta,1,max,1.0,pca,,,,,,,,,0.4642517102281399,0.6284730163157161,max,,,,
33,beta,1,max,1.0,pca,,,,,,,,,0.4284402431508733,0.6937741972048032,max,,,,
34,beta,1,max,1.0,pca,,,,,,,,,0.4284693356517556,0.7151076650743229,max,,,,
35,beta,1,max,1.0,pca,,,,,,,,,0.4163185592700639,0.7406795409809975,max,,,,
36,beta,1,max,1.0,pca,,,,,,,,,0.4547419145147369,0.6487364452423698,max,,,,
37,beta,1,max,1.0,pca,,,,,,,,,0.4198990926550601,0.7251955403131741,max,,,,
38,beta,1,max,1.0,pca,,,,,,,,,0.4239827063144386,0.7014221271301337,max,,,,
39,beta,1,max,1.0,pca,,,,,,,,,0.4179144494266333,0.718073844795916,max,,,,
40,beta,1,max,1.0,pca,,,,,,,,,0.4160423628403759,0.7249334021617213,max,,,,
41,beta,1,max,1.0,pca,,,,,,,,,0.4322547686199628,0.710874979464022,max,,,,
42,beta,1,max,1.0,pca,,,,,,,,,0.423355735823707,0.7231670104008723,max,,,,
43,beta,1,max,1.0,pca,,,,,,,,,0.4447922093152109,0.671945176168993,max,,,,
44,beta,1,max,1.0,pca,,,,,,,,,0.4393098724846734,0.6813415037714103,max,,,,
45,beta,1,max,1.0,pca,,,,,,,,,0.4223293048224421,0.7197321854710168,max,,,,
46,beta,1,max,1.0,pca,,,,,,,,,0.4270715324198111,0.7178613999310662,max,,,,
47,beta,1,max,1.0,pca,,,,,,,,,0.3962844006079463,0.7574000898977267,max,,,,
48,beta,1,max,1.0,pca,,,,,,,,,0.4832390878997482,0.5829278949569789,max,,,,
49,beta,1,max,1.0,pca,,,,,,,,,0.4413163929178562,0.6896840654358156,max,,,,
